annotator_id,class_id,specificity,sensitivity
annotator60,DN,0.8335544944942217,0.800922001885152
annotator61,DO,0.7588105921975307,0.6877157943059219
annotator61,DN,0.8563637104706533,0.6241456690939173
annotator62,DO,0.5862277579902517,0.0626387840214274
annotator62,DN,0.2858318610234899,0.7500899768712918
annotator63,DO,0.5517438678418894,0.06264664712522984
annotator63,DN,0.5716596975404498,0.8750418000654315
annotator64,DO,0.8617725377900244,0.7492870071966466
annotator64,DN,0.7152806536514422,0.7507032112950116
annotator65,DO,0.8962770481316659,0.8117985340583707
annotator65,DN,0.8562821631467714,0.8739846134523611
annotator66,DO,0.9304881590146614,0.8737785116252708
annotator66,DN,0.8562821631467714,0.8739846134523611
annotator67,DO,0.551771883534511,0.06269740291641558
annotator67,DN,0.4287506307446846,0.7500925693895442
annotator68,DO,0.5517910864132003,0.06273219260782469
annotator68,DN,0.4294499401851451,0.7507039943925132
annotator69,DO,0.758606403586951,0.5623818024683054
annotator69,DN,0.7152806536514422,0.7507032112950116
annotator70,DO,0.9308043345763226,0.8118692916541419
annotator70,DN,0.7133689836345877,0.873986908603806
annotator71,DO,0.5918585560579118,0.23301345627878015
annotator71,DN,0.8787964273049591,0.8732542881004349
annotator72,DO,0.6557370306033313,0.22428677392155444
annotator72,DN,0.6591697314830192,0.8733697483950037
annotator73,DO,0.8594589174872433,0.7125113569516761
annotator73,DN,0.8862327676019324,0.7552069895290918
annotator74,DO,0.9306768208694561,0.8805042242301798
annotator74,DN,0.8901342722939475,0.6330857906045414
annotator75,DO,0.5846208794676513,0.05645530770335602
annotator75,DN,0.5492796295027329,0.8733390194270582
annotator76,DO,0.5147826001413139,0.05572845125795416
annotator76,DN,0.6590719785102349,0.7466394023886648
annotator77,DO,0.7185309336427502,0.4339432317898119
annotator77,DN,0.7728428311585984,0.7511426990469479
annotator78,DO,0.8603247334347337,0.6038329756697544
annotator78,DN,0.6630069183044003,0.7511744230823615
annotator79,DO,0.7870126883558795,0.7076477283160066
annotator79,DN,0.8901356373376917,0.5064696781772628
annotator80,DO,0.7918402183330467,0.44017585312157054
annotator80,DN,0.5567440427799598,0.7553240749838708
annotator81,DO,0.6647764730887421,0.32925830323631355
annotator81,DN,0.5833457687569912,0.33335459280019086
annotator82,DO,0.5426345909255968,0.1316825855664237
annotator82,DN,0.8333381336263309,0.5555401128358346
annotator83,DO,0.9158354587335671,0.5417738154998557
annotator83,DN,0.5833573148059102,0.8888943380297827
annotator84,DO,0.9144864681904247,0.8018555349541765
annotator84,DN,0.9166562101010564,0.8888297030319926
annotator85,DO,0.967680400703859,0.785040267535996
annotator85,DN,0.7499831039406878,0.8888304789477239
annotator86,DO,0.9690173593065413,0.8536700847607723
annotator86,DN,0.8333199411023718,0.8888304697279611
annotator87,DO,0.6952814052416754,0.1320332884890874
annotator87,DN,0.6666763611530656,0.8888706100555547
annotator88,DO,0.7632046115773669,0.21272005975803052
annotator88,DN,0.5833573148059102,0.8888943380297827
annotator89,DO,0.8153242513079697,0.3908312319194063
annotator89,DN,0.666689381718702,0.8888879691033276
annotator90,DO,0.9085119090852196,0.7232276086222447
annotator90,DN,0.8333241084750749,0.8888360256787439
annotator91,DO,0.8448149838683091,0.4312607396421401
annotator91,DN,0.49987701973598203,0.8999798565984566
annotator92,DO,0.7828250752388117,0.5038650406815683
annotator92,DN,0.7498404618758058,0.7999799539816335
annotator93,DO,0.8431529402883796,0.713435229853249
annotator93,DN,0.874949833045087,0.8000919532377389
annotator94,DO,0.6579168791800308,0.2179810678107598
annotator94,DN,0.7499804676720842,0.8000920079397018
annotator95,DO,0.9603320666778651,0.910134649291241
annotator95,DN,0.8747813240390075,0.8999766577040049
annotator96,DO,0.6245324371961021,0.2130669598189662
annotator96,DN,0.6250938261443689,0.6001191287932424
annotator97,DO,0.7811067613959155,0.5714268694500356
annotator97,DN,0.7498406176147578,0.6999605075944121
annotator98,DO,0.6553629349768822,0.21213572108152728
annotator98,DN,0.7498649310876125,0.7999995379710585
annotator99,DO,0.6876501190075139,0.2860331011953524
annotator99,DN,0.7498672010952921,0.8000013547768773
annotator100,DO,0.8093955753784368,0.5646783450183446
annotator100,DN,0.8747813240390075,0.8999766577040049
annotator101,DO,0.9087205637200944,0.8044836620754193
annotator101,DN,0.8895057435439415,0.754807262628764
annotator102,DO,0.8030153748428436,0.4831840316854727
annotator102,DN,0.7733855835322421,0.8741929296473575
annotator103,DO,0.8919146363886865,0.5406758684342503
annotator103,DN,0.5524175389218761,0.8741932189408166
annotator104,DO,0.6552125689040207,0.07994270831199898
annotator104,DN,0.5524175389218761,0.8741932189408166
annotator105,DO,0.9381637088649291,0.8617938218499916
annotator105,DN,0.8895057435439415,0.754807262628764
annotator106,DO,0.5550440350028568,0.17383727278978622
annotator106,DN,0.7733955430542447,0.496794884523544
annotator107,DO,0.9209719359985755,0.7705566788388512
annotator107,DN,0.8838681859607984,0.8741911682535852
annotator108,DO,0.6535983361350729,0.3656701329198624
annotator108,DN,0.8895153280063933,0.6290150474857062
annotator109,DO,0.820071866370654,0.6897056450605211
annotator109,DN,0.7790331149954413,0.5032141237693201
annotator110,DO,0.8326767337632281,0.5409189377390264
annotator110,DN,0.7733854798541969,0.8741928115940213
annotator111,DO,0.6535789319783885,0.05875774689562535
annotator111,DN,0.4299210040244358,0.8580319448111043
annotator112,DO,0.9229718762267792,0.822480134018696
annotator112,DN,0.8566821270415778,0.8517681009464403
annotator113,DO,0.6535775285220915,0.0587556046597046
annotator113,DN,0.42985240818677056,0.8578960386290789
annotator114,DO,0.7689859270184144,0.41117547948535366
annotator114,DN,0.642857617273401,0.8540204459972375
annotator115,DO,0.961440207699665,0.822444709291461
annotator115,DN,0.7861531341496005,0.8539965928345289
annotator116,DO,0.5383691615924296,0.05916201107272739
annotator116,DN,0.6438153153527276,0.8559178947918651
annotator117,DO,0.8466299377700748,0.8234587710304138
annotator117,DN,0.856688160415667,0.567850540964274
annotator118,DO,0.9614311976836143,0.8811844485719311
annotator118,DN,0.8586986090702212,0.8557632759157043
annotator119,DO,0.8849552776764832,0.7644515917823117
annotator119,DN,0.7850349135491791,0.7098163503747207
annotator120,DO,0.6535716431602436,0.3525140820946266
annotator120,DN,0.7881092442711464,0.8578721553655675
annotator121,DO,0.9386697767217111,0.8305522795218349
annotator121,DN,0.818331999493824,0.7144161866791279
annotator122,DO,0.9654852311610473,0.9434397584089472
annotator122,DN,0.909078167865799,0.7141422448021828
annotator123,DO,0.6513382120827486,0.056459014725424125
annotator123,DN,0.6364344968274237,0.8571564387609741
annotator124,DO,0.5440529965209496,0.05645226118593668
annotator124,DN,0.5454013635313433,0.14283532536972499
annotator125,DO,0.9731765996879893,0.9031787139143412
annotator125,DN,0.9090189463947573,0.8568780639537091
annotator126,DO,0.8927300175619067,0.7338629694718299
annotator126,DN,0.9090189463947573,0.8568780639537091
annotator127,DO,0.8659100888592144,0.6209660736124732
annotator127,DN,0.8181023416056951,0.8568842639696262
annotator128,DO,0.7317957118576041,0.11289963569016018
annotator128,DN,0.45459984405882087,0.8571665716569987
annotator129,DO,0.6781545187378564,0.1128992363546306
annotator129,DN,0.4544232647347546,0.5712314771751932
annotator130,DO,0.8927368674651306,0.7903264373626436
annotator130,DN,0.8181046714003202,0.5712302212795208
annotator131,DO,0.7825231673007874,0.7246659684765691
annotator131,DN,0.8571466438421087,0.7692514965879544
annotator132,DO,0.9541603634245228,0.8095883126727118
annotator132,DN,0.714245998810082,0.9230745520523167
annotator133,DO,0.9126712246249795,0.8139252346617242
annotator133,DN,0.8570952199042037,0.9230745483431043
annotator134,DO,0.6100963839196001,0.27620037565906896
annotator134,DN,0.5713998552543202,0.6923000971464274
annotator135,DO,0.8280861202628742,0.7287870315256414
annotator135,DN,0.8571458931700636,0.8461764643096082
annotator136,DO,0.9146661125587829,0.7275910075466893
annotator136,DN,0.7142460930286589,0.9230746027897213
annotator137,DO,0.7839653175818663,0.8181361170246646
annotator137,DN,0.8570978069851324,0.6922998256130272
annotator138,DO,0.8686151461528694,0.7224567391226094
annotator138,DN,0.71424741749461,0.8461499440603545
annotator139,DO,0.7814499709196767,0.5414858556829788
annotator139,DN,0.8570952199042037,0.9230745483431043
annotator140,DO,0.6949579745849266,0.09048467450563247
annotator140,DN,0.42854767667363414,0.9230746241195265
annotator141,DO,0.771284001826086,0.3036277673384627
annotator141,DN,0.5761215515969982,0.722435580046692
annotator142,DO,0.9112650967108425,0.4863314359098206
annotator142,DN,0.5036482563838998,0.7336612522918027
annotator143,DO,0.8464198681151961,0.5004937828338799
annotator143,DN,0.8246660776496118,0.9070625117194224
annotator144,DO,0.8200206399851298,0.45391285947824955
annotator144,DN,0.739985157230054,0.8128678003673634
annotator145,DO,0.7401074873481795,0.1200369268029138
annotator145,DN,0.5064242843334976,0.8285904109849771
annotator146,DO,0.8868708122549347,0.5075784408574331
annotator146,DN,0.6710859010712341,0.8280690502917291
annotator147,DO,0.9437028046562302,0.7364378720090993
annotator147,DN,0.8220426224220555,0.8123030670945611
annotator148,DO,0.5989951678854705,0.19249821163258185
annotator148,DN,0.8342449023951679,0.7340350096781758
annotator149,DO,0.9468921100717731,0.4206141178430051
annotator149,DN,0.4953198875289021,0.908079697311539
annotator150,DO,0.4940647576653345,0.13593103708171997
annotator150,DN,0.823589301109995,0.5384997702399357
annotator151,DO,0.7224606568538212,0.3493344932280375
annotator151,DN,0.5321446519352789,0.4258546810530552
annotator152,DO,0.9017076772856195,0.883000743745011
annotator152,DN,0.8669093610867511,0.5737276546011048
annotator153,DO,0.9017643540550552,0.6502196929230806
annotator153,DN,0.6682154515715394,0.7191685596083166
annotator154,DO,0.8958632646691057,0.7567552968497346
annotator154,DN,0.8647085231095133,0.855856035738937
annotator155,DO,0.9305903937617562,0.8732490923535592
annotator155,DN,0.8640111386670443,0.7109165045483594
annotator156,DO,0.5896429091580541,0.2428943209925353
annotator156,DN,0.535052669126553,0.14525069367683208
annotator157,DO,0.9307423025317946,0.9317230464728878
annotator157,DN,0.9305098518469942,0.7108247149018643
annotator158,DO,0.7977020759816988,0.7084714584809598
annotator158,DN,0.9334257805967087,0.7171102836899941
annotator159,DO,0.6183677844658492,0.05822068109828126
annotator159,DN,0.399178963070094,0.42610667361101734
annotator160,DO,0.6530623937731431,0.0582218265671551
annotator160,DN,0.4657490639115134,0.7130412690592908
annotator161,DO,0.7355166250469263,0.624177513222287
annotator161,DN,0.7142816646488949,0.8749957778473783
annotator162,DO,0.8423359263440285,0.7515146644110271
annotator162,DN,0.7142817230454346,0.8749958289442245
annotator163,DO,0.683417225483792,0.49944000498216146
annotator163,DN,0.5714292608743592,0.8750000890748252
annotator164,DO,0.8935702268220906,0.7499591918634967
annotator164,DN,0.5714292332873541,0.8750000649362554
annotator165,DO,0.8423355284921233,0.7515141901397334
annotator165,DN,0.7142817230454346,0.8749958289442245
annotator166,DO,0.8945517227310821,0.8137600702341324
annotator166,DN,0.7142865633610738,0.8750000642099556
annotator167,DO,0.94566822430023,0.9373258854474033
annotator167,DN,0.8571389937955952,0.8749957763099389
annotator168,DO,0.8419654488423062,0.7510730255959815
annotator168,DN,0.7142816913088808,0.8749958011748086
annotator169,DO,0.6834164260841945,0.6247007655163838
annotator169,DN,0.7142890653446768,0.7500023974130551
annotator170,DO,0.8931310399369614,0.8746973594501289
annotator170,DN,0.8571389937955952,0.8749957763099389
annotator171,DO,0.5925847314267048,0.07191017922019005
annotator171,DN,0.5850614096652688,0.6375678744970066
annotator172,DO,0.9254990990643841,0.5698719297936279
annotator172,DN,0.6685404653675925,0.909367458453517
annotator173,DO,0.9189336792973928,0.8425303415599885
annotator173,DN,0.9161827935795441,0.8154162807421259
annotator174,DO,0.6306192584657375,0.07377483285956665
annotator174,DN,0.7501569089741623,0.9072513274299665
annotator175,DO,0.9308433765563753,0.7228015438749108
annotator175,DN,0.832667833382111,0.9061052906373481
annotator176,DO,0.7037284510041328,0.07180865136224926
annotator176,DN,0.5014075185464094,0.8187380925473468
annotator177,DO,0.8520567233003664,0.6425199527001147
annotator177,DN,0.8307295740365963,0.8133713004310098
annotator178,DO,0.8448355475983107,0.6999476322799583
annotator178,DN,0.8328474142097324,0.7250362852916195
annotator179,DO,0.851846431282393,0.07153156852313568
annotator179,DN,0.25070287367844324,0.9093680858166489
annotator180,DO,0.7410512614284624,0.2862726895881287
annotator180,DN,0.6686805160628225,0.8188874647303971
annotator181,DO,0.9288356196917078,0.882356483051353
annotator181,DN,0.9333037181388643,0.8563687095401794
annotator182,DO,0.5355596362070273,0.2351613891656044
annotator182,DN,0.7332217824221263,0.4281871267113191
annotator183,DO,0.9641958485913323,0.8817548372744864
annotator183,DN,0.8666096036399982,0.8563699147947615
annotator184,DO,0.9285184304303108,0.8818345001629233
annotator184,DN,0.9333037181388643,0.8563687095401794
annotator185,DO,0.7502889225096205,0.3533619012036217
annotator185,DN,0.6669442081246916,0.8572658122427451
annotator186,DO,0.8213669360184217,0.5291237682535437
annotator186,DN,0.6669461749464894,0.7145413308846607
annotator187,DO,0.6427475843345614,0.058801871311635646
annotator187,DN,0.5335567152914638,0.8572697981669093
annotator188,DO,0.9642041070161999,0.822976178887472
annotator188,DN,0.800167989059263,0.8569114777494138
annotator189,DO,0.8928248526667796,0.6467185744869007
annotator189,DN,0.7333865787634352,0.8567258672758121
annotator190,DO,0.6427461765928664,0.11759180353362896
annotator190,DN,0.5335571596652235,0.7145420587225392
annotator191,DO,0.745621158563312,0.10006315986562694
annotator191,DN,0.5719621547930659,0.8750894328930398
annotator192,DO,0.8415588124417018,0.5067668495447966
annotator192,DN,0.7851530707525131,0.8727752568568554
annotator193,DO,0.7022297552230811,0.06264691282708221
annotator193,DN,0.6432657407049042,0.8747367046772702
annotator194,DO,0.8690247536410739,0.6319762628957646
annotator194,DN,0.8566825811038686,0.8728167251992797
annotator195,DO,0.8036482437593744,0.23324191658877644
annotator195,DN,0.5718609046802271,0.8749127700845225
annotator196,DO,0.6486257757672991,0.18830751106042135
annotator196,DN,0.7150044001678102,0.5008500200764772
annotator197,DO,0.732704301948848,0.4434492423511082
annotator197,DN,0.8567651205748298,0.6234320216205879
annotator198,DO,0.7864373909181138,0.06939714063932811
annotator198,DN,0.4288885856125406,0.8749811117925278
annotator199,DO,0.8756446631045206,0.89585753211742
annotator199,DN,0.9284534356199845,0.49898621503978835
annotator200,DO,0.8469651157082908,0.5813468862223653
annotator200,DN,0.7140329778006032,0.6239194267483981
annotator201,DO,0.9628290532972067,0.9266179012032225
annotator201,DN,0.8888701548319828,0.8999979463653919
annotator202,DO,0.5922168170883522,0.21393048481954383
annotator202,DN,0.44445599514955114,0.500009353251836
annotator203,DO,0.8526550316262473,0.7860459205151457
annotator203,DN,0.7777818921019551,0.7000126710729057
annotator204,DO,0.8886910726623097,0.7840505472078945
annotator204,DN,0.8888701548319828,0.8999979463653919
annotator205,DO,0.5551169209056793,0.0712946872391824
annotator205,DN,0.7777614243588645,0.8999980034350887
annotator206,DO,0.5922154689293302,0.21392789230943104
annotator206,DN,0.6666532052798277,0.6999947667167795
annotator207,DO,0.9268835720639271,0.8574947324355909
annotator207,DN,0.7777819639020805,0.8000146127260379
annotator208,DO,0.8146467189126748,0.6416632377346901
annotator208,DN,0.8888701548319828,0.8999979463653919
annotator209,DO,0.8516393599785218,0.8553854722971483
annotator209,DN,0.8888911428731688,0.7000130822900502
annotator210,DO,0.8146294265278461,0.6416299844746449
annotator210,DN,0.8888701548319828,0.8999979463653919
annotator211,DO,0.5900338352336314,0.05313289748680797
annotator211,DN,0.6678394859705428,0.7185560254509398
annotator212,DO,0.6778817096210774,0.053108354906674954
annotator212,DN,0.41869096473980066,0.7185586187502722
annotator213,DO,0.6514133829539548,0.21731914301908317
annotator213,DN,0.8304532911428044,0.856221534636356
annotator214,DO,0.9028063484338008,0.7786317815368144
annotator214,DN,0.9169494652351708,0.7184867447951665
annotator215,DO,0.9386670816719843,0.8435711671413684
annotator215,DN,0.9169494652351708,0.7184867447951665
annotator216,DO,0.8751624131929248,0.6755365887963978
annotator216,DN,0.9135017965104113,0.8562189369926088
annotator217,DO,0.6792439298732871,0.16164600777400367
annotator217,DN,0.6643651729700106,0.8562421163075657
annotator218,DO,0.7660845975665375,0.37193921595157126
annotator218,DN,0.6643576239125648,0.7125315228230482
annotator219,DO,0.7066533771011052,0.3703874107264219
annotator219,DN,0.6678371251464681,0.4311568772188567
annotator220,DO,0.9428339362835364,0.7450459900990447
annotator220,DN,0.830484231197728,0.8562750687623755
annotator221,DO,0.6877991644891778,0.08760428428789756
annotator221,DN,0.6625874378790277,0.8877589862012307
annotator222,DO,0.7345384812324955,0.43530940863619655
annotator222,DN,0.7500194764626281,0.6699811305452382
annotator223,DO,0.8149115859733977,0.5699242089438467
annotator223,DN,0.8283190201550031,0.8878102434285594
annotator224,DO,0.7420026410144643,0.07866907842906652
annotator224,DN,0.4969338261941891,0.8878131254786428
annotator225,DO,0.7476029770058631,0.6950953497776957
annotator225,DN,0.9170018009038475,0.5597351270692713
annotator226,DO,0.8356282339055103,0.6992374186327404
annotator226,DN,0.828467002897206,0.776022331095415
annotator227,DO,0.6288384345980464,0.15934471165045555
annotator227,DN,0.5016578929583512,0.33425913034552285
annotator228,DO,0.798178688325812,0.3757862938413301
annotator228,DN,0.662523169278928,0.8876721113203772
annotator229,DO,0.7707447610672922,0.605063391158692
annotator229,DN,0.7513086308004857,0.5597357933771362
annotator230,DO,0.8101601062946405,0.8584212874490313
annotator230,DN,0.9171439047862587,0.5599272155515805
annotator231,DO,0.7849003053235557,0.4700182752032802
annotator231,DN,0.71764433330755,0.8726475879217918
annotator232,DO,0.7136479209526541,0.29308752768342217
annotator232,DN,0.6279327785126868,0.87263951996592
annotator233,DO,0.9267639359831956,0.8228186314929253
annotator233,DN,0.8970027493264318,0.8725718832471177
annotator234,DO,0.9631112998795979,0.88297664950252
annotator234,DN,0.8205865681427478,0.7640895904930107
annotator235,DO,0.8918709087585218,0.8830714941423827
annotator235,DN,0.9102936411289639,0.6367426313533852
annotator236,DO,0.8209715409641872,0.7067250194636399
annotator236,DN,0.7308876815887742,0.5094021774647627
annotator237,DO,0.856682152881142,0.7068272440015435
annotator237,DN,0.8970027493264318,0.8725718832471177
annotator238,DO,0.9279492888441093,0.8837824066768911
annotator238,DN,0.9102916709481681,0.7640884990457723
annotator239,DO,0.606664101019755,0.11602009069948122
annotator239,DN,0.46181605624733824,0.6368161299848737
annotator240,DO,0.5009700046427884,0.059091085489085884
annotator240,DN,0.5515245106904798,0.5094711319955214
annotator241,DO,0.8188008773740288,0.6031159958037186
annotator241,DN,0.8571198064289701,0.8888862640210308
annotator242,DO,0.7277193913115266,0.2676299932114083
annotator242,DN,0.5714133250793509,0.8888864731435561
annotator243,DO,0.96741335028971,0.9320487696664054
annotator243,DN,0.8571198064289701,0.8888862640210308
annotator244,DO,0.637104502367013,0.06706670138939909
annotator244,DN,0.42858431901521277,0.7777920372544765
annotator245,DO,0.9371917399901255,0.798212510676172
annotator245,DN,0.7142665831677768,0.8888863821268521
annotator246,DO,0.5765605872923508,0.40167614737699764
annotator246,DN,0.7142927628651414,0.22222640221361376
annotator247,DO,0.9394982160727207,0.8702625524627305
annotator247,DN,0.8571198064289701,0.8888862640210308
annotator248,DO,0.7885551591010049,0.6700613228786201
annotator248,DN,0.8571452470128627,0.6666792711180343
annotator249,DO,0.7258129382346867,0.6650802192230872
annotator249,DN,0.8571454822043441,0.4444526731017038
annotator250,DO,0.8185571136304857,0.6025764590962154
annotator250,DN,0.8571198064289701,0.8888862640210308
annotator251,DO,0.9460729453181863,0.8943077793233887
annotator251,DN,0.9411719948354658,0.7998086204443586
annotator252,DO,0.5674017799154112,0.052614557768126104
annotator252,DN,0.8235598186324676,0.7999551478380102
annotator253,DO,0.6757717713913344,0.053036979992823814
annotator253,DN,0.588226058054009,0.799876329259635
annotator254,DO,0.6755385188514855,0.21035106227408829
annotator254,DN,0.7647444836058879,0.7999969816601338
annotator255,DO,0.8918414810127983,0.5784706708538173
annotator255,DN,0.7059263133187429,0.8000291785614927
annotator256,DO,0.9725878548635362,0.9458792293385195
annotator256,DN,0.9411719948354658,0.7998086204443586
annotator257,DO,0.8375547930576546,0.6306509212470954
annotator257,DN,0.8235170244356694,0.5998572293635385
annotator258,DO,0.7566789012199512,0.1578119451574961
annotator258,DN,0.5293930923524376,0.7998582372252089
annotator259,DO,0.810797687004184,0.6837869048315621
annotator259,DN,0.9411722926868483,0.5998571698673968
annotator260,DO,0.6214726879951418,0.05260386859626921
annotator260,DN,0.7058720850710666,0.7998448592321012
annotator261,DO,0.9369244941440024,0.8905972529507551
annotator261,DN,0.9230646308226231,0.6662182421056114
annotator262,DO,0.8974367537878604,0.7995636944381147
annotator262,DN,0.9230646308226231,0.6662182421056114
annotator263,DO,0.7862591345051066,0.5432589725423634
annotator263,DN,0.9230646308226231,0.6662182421056114
annotator264,DO,0.8554138148598727,0.6040180446916465
annotator264,DN,0.7692683835783398,0.6665374218699127
annotator265,DO,0.7669803583385281,0.4001468642669439
annotator265,DN,0.7692188045752572,0.6663227567186386
annotator266,DO,0.614813348167489,0.04934673493150561
annotator266,DN,0.7692188045752572,0.6663227567186386
annotator267,DO,0.6578346729868304,0.049858947452730173
annotator267,DN,0.6154016784943409,0.6665515361451851
annotator268,DO,0.6148518501540952,0.09876926564212354
annotator268,DN,0.7692600196444807,0.3333912497923229
annotator269,DO,0.6602123389170149,0.20334163850313297
annotator269,DN,0.7692231199338039,0.3332314829256683
annotator270,DO,0.9774024702856472,0.9345798943049033
annotator270,DN,0.8461480565002408,0.666297944896211
